network_node	genome	Family	Division	Cluster designation
G530_Cl_2	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G530_Cl_3	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G530_Cl_4	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G530_Cl_5	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G530_Cl_6	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G530_Cl_7	Thiobacillus denitrificans ATCC 25259	Hydrogenophilaceae	Proteobacteria	Alien
G531_Cl_1	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Native
G531_Cl_2	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G531_Cl_3	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Native
G531_Cl_4	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Native
G531_Cl_5	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G531_Cl_6	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G531_Cl_7	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G531_Cl_8	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Native
G531_Cl_9	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G531_Cl_10	Thiomicrospira crunogena XCL-2	Piscirickettsiaceae	Proteobacteria	Alien
G532_Cl_1	Thiomicrospira denitrificans ATCC 33889	Helicobacteraceae	Proteobacteria	Native
G532_Cl_2	Thiomicrospira denitrificans ATCC 33889	Helicobacteraceae	Proteobacteria	Alien
G533_Cl_1	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Native
G533_Cl_2	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_3	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_4	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_5	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_6	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_7	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_8	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G533_Cl_9	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Native
G533_Cl_10	Treponema denticola ATCC 35405	Spirochaetaceae	Spirochaetes	Alien
G534_Cl_1	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Native
G534_Cl_2	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Alien
G534_Cl_3	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Alien
G534_Cl_4	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Alien
G534_Cl_5	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Alien
G534_Cl_6	Treponema pallidum subsp. pallidum str. Nichols	Spirochaetaceae	Spirochaetes	Alien
G535_Cl_1	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Native
G535_Cl_2	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_3	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_4	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_5	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_6	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_7	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_8	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_9	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_10	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_11	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_12	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_13	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_14	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_15	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_16	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_17	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_18	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_19	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_20	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_21	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_22	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_23	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_24	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_25	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G535_Cl_26	Trichodesmium erythraeum IMS101	Unknown	Cyanobacteria	Alien
G536_Cl_1	Tropheryma whipplei TW08/27	Cellulomonadaceae	Actinobacteria	Native
G536_Cl_2	Tropheryma whipplei TW08/27	Cellulomonadaceae	Actinobacteria	Alien
G536_Cl_3	Tropheryma whipplei TW08/27	Cellulomonadaceae	Actinobacteria	Alien
G537_Cl_1	Tropheryma whipplei str. Twist	Cellulomonadaceae	Actinobacteria	Native
G537_Cl_2	Tropheryma whipplei str. Twist	Cellulomonadaceae	Actinobacteria	Native
G537_Cl_3	Tropheryma whipplei str. Twist	Cellulomonadaceae	Actinobacteria	Alien
G537_Cl_4	Tropheryma whipplei str. Twist	Cellulomonadaceae	Actinobacteria	Alien
G538_Cl_1	Ureaplasma parvum serovar 3 str. ATCC 700970	Mycoplasmataceae	Firmicutes	Native
G538_Cl_2	Ureaplasma parvum serovar 3 str. ATCC 700970	Mycoplasmataceae	Firmicutes	Alien
G539_Cl_1	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Native
G539_Cl_2	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_3	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_4	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_5	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_6	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_7	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_8	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_9	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_10	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_11	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_12	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_13	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G539_Cl_14	Verminephrobacter eiseniae EF01-2	Comamonadaceae	Proteobacteria	Alien
G540_Cl_1	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Native
G540_Cl_2	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_3	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Native
G540_Cl_4	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Native
G540_Cl_5	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_6	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_7	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_8	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_9	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Alien
G540_Cl_10	Vibrio cholerae O1 biovar eltor str. N16961	Vibrionaceae	Proteobacteria	Native
G541_Cl_1	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Native
G541_Cl_2	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Native
G541_Cl_3	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Alien
G541_Cl_4	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Alien
G541_Cl_5	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Alien
G541_Cl_6	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Alien
G541_Cl_7	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Alien
G541_Cl_8	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Native
G541_Cl_9	Vibrio cholerae O395	Vibrionaceae	Proteobacteria	Native
G542_Cl_1	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Native
G542_Cl_2	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Native
G542_Cl_3	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Alien
G542_Cl_4	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Native
G542_Cl_5	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Native
G542_Cl_6	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Native
G542_Cl_7	Vibrio fischeri ES114	Vibrionaceae	Proteobacteria	Alien
G543_Cl_1	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Native
G543_Cl_2	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Native
G543_Cl_3	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Native
G543_Cl_4	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Alien
G543_Cl_5	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Alien
G543_Cl_6	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Native
G543_Cl_7	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Alien
G543_Cl_8	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Alien
G543_Cl_9	Vibrio parahaemolyticus RIMD 2210633	Vibrionaceae	Proteobacteria	Alien
G544_Cl_1	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Native
G544_Cl_2	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Native
G544_Cl_3	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Alien
G544_Cl_4	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Alien
G544_Cl_5	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Alien
G544_Cl_6	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Native
G544_Cl_7	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Native
G544_Cl_8	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Alien
G544_Cl_9	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Alien
G544_Cl_10	Vibrio vulnificus CMCP6	Vibrionaceae	Proteobacteria	Native
G545_Cl_1	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_2	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_3	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Alien
G545_Cl_4	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Alien
G545_Cl_5	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_6	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_7	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Alien
G545_Cl_8	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_9	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_10	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G545_Cl_11	Vibrio vulnificus YJ016	Vibrionaceae	Proteobacteria	Native
G546_Cl_1	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	Enterobacteriaceae	Proteobacteria	Native
G547_Cl_1	Wolbachia endosymbiont strain TRS of Brugia malayi	Rickettsiaceae	Proteobacteria	Native
G547_Cl_2	Wolbachia endosymbiont strain TRS of Brugia malayi	Rickettsiaceae	Proteobacteria	Native
G548_Cl_1	Wolbachia endosymbiont of Drosophila melanogaster	Rickettsiaceae	Proteobacteria	Native
G548_Cl_2	Wolbachia endosymbiont of Drosophila melanogaster	Rickettsiaceae	Proteobacteria	Native
G548_Cl_3	Wolbachia endosymbiont of Drosophila melanogaster	Rickettsiaceae	Proteobacteria	Alien
G549_Cl_1	Wolinella succinogenes DSM 1740	Helicobacteraceae	Proteobacteria	Native
G549_Cl_2	Wolinella succinogenes DSM 1740	Helicobacteraceae	Proteobacteria	Alien
G549_Cl_3	Wolinella succinogenes DSM 1740	Helicobacteraceae	Proteobacteria	Alien
G549_Cl_4	Wolinella succinogenes DSM 1740	Helicobacteraceae	Proteobacteria	Alien
G549_Cl_5	Wolinella succinogenes DSM 1740	Helicobacteraceae	Proteobacteria	Alien
G550_Cl_1	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Native
G550_Cl_2	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_3	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_4	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_5	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_6	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_7	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_8	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_9	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G550_Cl_10	Xanthobacter autotrophicus Py2	Xanthobacteraceae	Proteobacteria	Alien
G551_Cl_1	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Native
G551_Cl_2	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_3	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_4	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Native
G551_Cl_5	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_6	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Native
G551_Cl_7	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Native
G551_Cl_8	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_9	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_10	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G551_Cl_11	Xanthomonas campestris pv. campestris str. ATCC 33913	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_1	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Native
G552_Cl_2	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_3	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Native
G552_Cl_4	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_5	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_6	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_7	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Native
G552_Cl_8	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_9	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_10	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G552_Cl_11	Xanthomonas campestris pv. campestris str. 8004	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_1	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Native
G553_Cl_2	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_3	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_4	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_5	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Native
G553_Cl_6	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Native
G553_Cl_7	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_8	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_9	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_10	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G553_Cl_11	Xanthomonas campestris pv. vesicatoria str. 85-10	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_1	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Native
G554_Cl_2	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_3	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_4	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_5	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Native
G554_Cl_6	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_7	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_8	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_9	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_10	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Alien
G554_Cl_11	Xanthomonas axonopodis pv. citri str. 306	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_1	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_2	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Alien
G555_Cl_3	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Alien
G555_Cl_4	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_5	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Alien
G555_Cl_6	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_7	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Alien
G555_Cl_8	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Alien
G555_Cl_9	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_10	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_11	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G555_Cl_12	Xanthomonas oryzae pv. oryzae KACC10331	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_1	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_2	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_3	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_4	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_5	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_6	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_7	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_8	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_9	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_10	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G556_Cl_11	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Alien
G556_Cl_12	Xanthomonas oryzae pv. oryzae MAFF 311018	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_1	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_2	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_3	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_4	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_5	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_6	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_7	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_8	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_9	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_10	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_11	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_12	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_13	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_14	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_15	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_16	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_17	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_18	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_19	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_20	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_21	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G557_Cl_22	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Native
G557_Cl_23	Xylella fastidiosa 9a5c	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_1	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_2	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_3	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_4	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_5	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_6	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_7	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_8	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_9	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_10	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_11	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_12	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_13	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_14	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_15	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_16	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_17	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_18	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_19	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_20	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Native
G558_Cl_21	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G558_Cl_22	Xylella fastidiosa Temecula1	Xanthomonadaceae	Proteobacteria	Alien
G559_Cl_1	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Native
G559_Cl_2	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Native
G559_Cl_3	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Native
G559_Cl_4	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_5	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Alien
G559_Cl_6	Yersinia enterocolitica subsp. enterocolitica 8081	Enterobacteriaceae	Proteobacteria	Native
